sampleName	originalIndex	Cell.Type..Samples	MajorType	GabaDeep	CellType	forContanim	FullCellType	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	sex	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	MeanCont
GSM337774	4	H_mn_brainstem:v2_GSM337773,v2_GSM337774,v2_GSM337775	Neuron	MotorCholin	MotorCholin	MotorCholin	MotorCholin	MotorCholinStem	MotorCholinStem	Motor Neurons, Midbrain Cholinergic Neurons	Brainstem	Brainstem	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.138614660577101	0.148862256557092	0.243704638957361	0.141049014546503	0.128426658953572	0.38399124274868	0.0871015280452228	0.308584157054341	0.133490213897456	0.919990684500195	0.295154841540277	0.157591789270123	0.18382708865246	0.161272901665146	0.320898966742544	0.250170709580538
GSM337775	4	H_mn_brainstem:v2_GSM337773,v2_GSM337774,v2_GSM337775	Neuron	MotorCholin	MotorCholin	MotorCholin	MotorCholin	MotorCholinStem	MotorCholinStem	Motor Neurons, Midbrain Cholinergic Neurons	Brainstem	Brainstem	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.181123134322942	0.16159248327412	0.26425964118966	0.127605188589487	0.161379031339718	0.380485597604743	0.0944737774090673	0.327746476496083	0.138633370149706	0.940330623090007	0.366123330168472	0.174530963171701	0.160279644002525	0.128937014643311	0.29941410578559	0.260460958749142
GSM337779	5	H_chol_basal_fb:v2_GSM337779,v2_GSM337780,v2_GSM337781	Neuron	Cholin	Cholin	Cholin	Cholin	CholinForebrain	CholinForebrain	Cholinergic Projection Neurons	Forebrain	Basal Forebrain	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.107594563129388	0.206720282399436	0.866303017799431	0.0961695331748134	0.18903536520214	0.0914139222426178	0.0382660681640307	0.221845902268667	0.130258626331361	0.0869126163992771	0.131752867165163	0.180125895553753	0.132928504816915	0.174757076956951	0.246850888464831	0.193395675337918
GSM337780	5	H_chol_basal_fb:v2_GSM337779,v2_GSM337780,v2_GSM337781	Neuron	Cholin	Cholin	Cholin	Cholin	CholinForebrain	CholinForebrain	Cholinergic Projection Neurons	Forebrain	Basal Forebrain	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.103559729405579	0.151027220174984	0.875603254275625	0.104935743044564	0.210868933392208	0.0855978509657232	0.0908839542128479	0.213398138422929	0.13415087184042	0.0915847610766898	0.176405906428082	0.19011811258536	0.103608023287054	0.215053229376083	0.221619876746561	0.197894373682314
GSM337781	5	H_chol_basal_fb:v2_GSM337779,v2_GSM337780,v2_GSM337781	Neuron	Cholin	Cholin	Cholin	Cholin	CholinForebrain	CholinForebrain	Cholinergic Projection Neurons	Forebrain	Basal Forebrain	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.104543041847523	0.192091419100588	0.862573265818998	0.0584888318002326	0.201538225656996	0.0871164517935657	0.102762825628901	0.215375657102965	0.137902156976277	0.102904627208351	0.171825715436249	0.195029957701038	0.122077251208367	0.228520621422764	0.23327854757121	0.201068573084935
GSM337785	6	H_chol_spinal:v2_GSM337785,v2_GSM337786,v2_GSM337787	Neuron	MotorCholin	MotorCholin	MotorCholin	MotorCholin	MotorCholinSpinal	MotorCholinSpinal	Motor Neurons, Cholinergic Interneurons	SpinalCord	Spinal Cord	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.138595259782524	0.19401486651333	0.118681410299797	0.192341827106361	0.0844959379283173	0.33211222336821	0.052275709239995	0.124871878715968	0.144640889834337	0.944373070915684	0.26207995390524	0.150465743561411	0.105446317611431	0.113923073216214	0.172505662684675	0.208721588312233
GSM337786	6	H_chol_spinal:v2_GSM337785,v2_GSM337786,v2_GSM337787	Neuron	MotorCholin	MotorCholin	MotorCholin	MotorCholin	MotorCholinSpinal	MotorCholinSpinal	Motor Neurons, Cholinergic Interneurons	SpinalCord	Spinal Cord	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.228380212884262	0.153655542530591	0.1253666172991	0.148843632594077	0.104255962717797	0.211934905798051	0.0620678102894621	0.148207017179692	0.150058275848275	0.980837604715541	0.373657684542406	0.154533058889326	0.0831078256695908	0.133764881587475	0.15853809798762	0.214480608702218
GSM337787	6	H_chol_spinal:v2_GSM337785,v2_GSM337786,v2_GSM337787	Neuron	MotorCholin	MotorCholin	MotorCholin	MotorCholin	MotorCholinSpinal	MotorCholinSpinal	Motor Neurons, Cholinergic Interneurons	SpinalCord	Spinal Cord	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.156210302679747	0.214847861435735	0.108318359929879	0.138195958562636	0.121028754297726	0.27864113600669	0.0445447920805218	0.161936307253065	0.151996697399679	0.947537080697629	0.240175923860162	0.133785249019979	0.117884060476308	0.172673649401986	0.159605343708047	0.209825431787319
GSM337791	7	H_chol_corp_striatum:v2_GSM337791,v2_GSM337792,v2_GSM337793	Neuron	Cholin	Cholin	Cholin	Cholin	CholinStr	CholinStr	Cholinergic Neurons	Striatum	Corpus Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.149044314366062	0.207494833971399	0.956122810492926	0.0938047882841602	0.150960874722113	0.0341962396073211	0.0780997943768701	0.19170939075175	0.137337394867218	0.0855975960973108	0.278638607171902	0.208022894354847	0.130397528825505	0.268758626824726	0.216354379480353	0.212436004946297
GSM337792	7	H_chol_corp_striatum:v2_GSM337791,v2_GSM337792,v2_GSM337793	Neuron	Cholin	Cholin	Cholin	Cholin	CholinStr	CholinStr	Cholinergic Neurons	Striatum	Corpus Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.14219190362509	0.17751283278412	0.967482445167675	0.103373243691492	0.182646685317187	0.13959957386629	0.0690805550430434	0.19468718708855	0.127591599441997	0.078670494642243	0.211045260309684	0.182568353455073	0.0979911966133841	0.225865370794179	0.207598186175877	0.207193659201059
GSM337793	7	H_chol_corp_striatum:v2_GSM337791,v2_GSM337792,v2_GSM337793	Neuron	Cholin	Cholin	Cholin	Cholin	CholinStr	CholinStr	Cholinergic Neurons	Striatum	Corpus Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.146375433923336	0.221179763317754	0.953491731736912	0.0923409740673245	0.213512702422676	0.110752113164414	0.0265803637646122	0.198102957997969	0.149821591899122	0.122181932845687	0.36924324033096	0.220270893046736	0.0471190106549245	0.322667135729146	0.188124349929989	0.225450946322104
GSM337804	8	H_cort+_cortex:v2_GSM337804,v2_GSM337805,v2_GSM337806	Neuron	NA	NA	Inter	Inter	Inter	Inter	Interneurons	Cortex	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.276887650887016	0.27304195277669	0.121653938917511	0.140787690710358	0.100910605526273	0.499440109046333	0.0552502252380002	0.164571928354051	0.1576927945448	0.159559448941983	0.38570603653588	0.174952632642319	0.148421583109558	0.317458870464678	0.109307213720606	0.205709512094404
GSM337805	8	H_cort+_cortex:v2_GSM337804,v2_GSM337805,v2_GSM337806	Neuron	NA	NA	Inter	Inter	Inter	Inter	Interneurons	Cortex	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.275519598504533	0.190217350769249	0.149920010248875	0.128411193264257	0.149378623011543	0.591387345364589	0.0619666311350751	0.15845079984601	0.166206537017777	0.160316247171412	0.355792245659439	0.159686258658521	0.158810462823005	0.292684773014583	0.123680105175132	0.2081618787776
GSM337806	8	H_cort+_cortex:v2_GSM337804,v2_GSM337805,v2_GSM337806	Neuron	NA	NA	Inter	Inter	Inter	Inter	Interneurons	Cortex	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.253177569639896	0.157609290731943	0.154216579956963	0.142856861742475	0.130237186881691	0.555316871558445	0.0621614680400279	0.170394994858985	0.148501050522005	0.156981627903968	0.354458207056725	0.161180919080159	0.161312852368475	0.272370382936209	0.0968484833705741	0.19850828977657
GSM337807	9	H_drd1+_msn_striatum:v2_GSM337807,v2_GSM337808,v2_GSM337809	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.12399560233015	0.210615980371177	0.262021614383793	0.109202883089481	0.152217304599898	0.0927079222352987	0.0545939146932774	0.139850464247545	0.143967031905997	0.0810199316071711	0.23790430533684	0.150387397671111	0.149454838022678	0.70804052339558	0.131654941173839	0.183175643670922
GSM337808	9	H_drd1+_msn_striatum:v2_GSM337807,v2_GSM337808,v2_GSM337809	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.0990938106932651	0.247188850505141	0.225388126375334	0.104651914339439	0.154308213572742	0.0699883358229679	0.0442236592372781	0.143880253947219	0.148113071296592	0.0580216757171137	0.277228141065669	0.0924312914591568	0.160576255021609	0.69127715262895	0.159305024058282	0.178378385049384
GSM337809	9	H_drd1+_msn_striatum:v2_GSM337807,v2_GSM337808,v2_GSM337809	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.113586272377676	0.175242541757862	0.277661102791434	0.102064674436266	0.130259655558046	0.0545825096388803	0.0902001099941463	0.142278560240417	0.138702961746629	0.083810532893722	0.195237393137197	0.130414302132907	0.143492738557175	0.681341737973564	0.137066499808223	0.17306277286961
GSM337812	10	H_drd2+_msn_striatum:v2_GSM337812,v2_GSM337813,v2_GSM337814	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.122759468273332	0.207522507380532	0.392421721914984	0.117918153848834	0.138592462615363	0.0934990985657591	0.0681057773047112	0.149328701303508	0.148643859889435	0.0924928432011596	0.301551998381161	0.107230537061846	0.106056624463128	0.764800165608984	0.159262018600611	0.198012395894223
GSM337813	10	H_drd2+_msn_striatum:v2_GSM337812,v2_GSM337813,v2_GSM337814	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.104414831326102	0.17491692959935	0.399127556619079	0.091062405070949	0.133228191225397	0.0612380804002362	0.0490541120588938	0.143200334877031	0.144537752421451	0.080896578981679	0.198926075843478	0.127432915670463	0.117603108162767	0.739812281286407	0.115071209699971	0.178701490882884
GSM337814	10	H_drd2+_msn_striatum:v2_GSM337812,v2_GSM337813,v2_GSM337814	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.118630648347412	0.194731664668481	0.443565000704567	0.0861969159113983	0.0950080317991057	0.12024387131796	0.0692592975255709	0.150334914222515	0.149072499733693	0.0860346592706073	0.218885640753707	0.121124072864888	0.120855600419029	0.722704456969633	0.141319277975874	0.189197770165629
GSM337825	11	H_golgi_cerebellum:v2_GSM337825,v2_GSM337826,v2_GSM337827	Neuron	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.119242592043254	0.407805225571599	0.103311249658142	0.092450957446332	0.268499031754508	0.0853200315087468	0.988106274519651	0.150942934387148	0.159408695659604	0.116792856216746	0.0832251047431754	0.181050284809311	0.116915615522292	0.0988216182359438	0.0879977933184073	0.203992684359657
GSM337826	11	H_golgi_cerebellum:v2_GSM337825,v2_GSM337826,v2_GSM337827	Neuron	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.154966122211809	0.373119597274606	0.111136662011922	0.195715018290281	0.188315289062894	0.222174900506827	0.948220833144431	0.199572066891865	0.151070886034017	0.100309625498827	0.0608519421933778	0.214480761070402	0.180299220477167	0.0921473453548173	0.120968964145351	0.220889948944573
GSM337827	11	H_golgi_cerebellum:v2_GSM337825,v2_GSM337826,v2_GSM337827	Neuron	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.138436350397878	0.404279661330789	0.0917552364874413	0.19139288420854	0.217355553381892	0.161297730721425	1	0.133132798611202	0.156819198882474	0.0857985114830938	0.0447108477147149	0.204724359383932	0.13131669337569	0.0459294137119724	0.125566102917707	0.208834356173917
GSM337831	12	H_stell_basket_cerebellum:v2_GSM337831,v2_GSM337832,v2_GSM337833	Neuron	Basket	Basket	Basket	Basket	Basket	Basket	Stellate Basket Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.346161751609319	0.526599421766031	0.221306685647027	0.0590957655845597	0.146907628837319	0.0628897266144806	0.0632757622790597	0.210882499569234	0.143467471000625	0.127217696714913	0.478205269915035	0.413276061442859	0.154018617608246	0.0936235943875747	0.137014505264917	0.212262830549413
GSM337832	12	H_stell_basket_cerebellum:v2_GSM337831,v2_GSM337832,v2_GSM337833	Neuron	Basket	Basket	Basket	Basket	Basket	Basket	Stellate Basket Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.334256766001865	0.563168468513837	0.184788710881702	0.116512610295777	0.119209061030141	0.108037776997924	0.0795787764916965	0.190354555753656	0.134905283485367	0.103945245569395	0.478499457589961	0.42340972085101	0.133869736663882	0.102493102891839	0.123211423375636	0.213082713092913
