sampleName	originalIndex	Cell.Type..Samples	MajorType	GabaDeep	CellType	forContanim	FullCellType	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	Astrocyte	Gabaergic	Oligodendrocyte	sex	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	Gabaergic	Astrocyte	Oligodendrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	MeanCont
GSM337793	4	H_chol_corp_striatum:v2_GSM337791,v2_GSM337792,v2_GSM337793	Neuron	Cholin	Cholin	Cholin	Cholin	CholinStr	Cholinergic Neurons	Striatum	Corpus Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.581152887557632	0.17990033929213	0.376339582160919	0.221265327652287	0.961305215138572	0.0788502783022662	0.210479539754376	0.108931824548005	0.0307519791797171	0.195139402199981	0.146642102746775	0.123799045767285	0.368275872447077	0.217732008241775	0.0493285415728547	0.319203876018608	0.107570954182055	0.251568751574254
GSM337804	5	H_cort+_cortex:v2_GSM337804,v2_GSM337805,v2_GSM337806	Neuron	NA	NA	Inter	Inter	Inter	Interneurons	Cortex	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.658407627149196	0.352282592220551	0.495309477075309	0.278704488809228	0.122865925004788	0.134704886996623	0.100145326470086	0.504231054101369	0.061154872702838	0.164321864707356	0.159744058519087	0.156570700891776	0.376523951410375	0.171966452580001	0.147616106941384	0.316663967639247	0.105987795594701	0.253364773459642
GSM337805	5	H_cort+_cortex:v2_GSM337804,v2_GSM337805,v2_GSM337806	Neuron	NA	NA	Inter	Inter	Inter	Interneurons	Cortex	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.591236389919066	0.359212458571652	0.529168413192	0.190959624904466	0.153170513171589	0.122982723380499	0.143213057739661	0.597009689360326	0.0698831717353526	0.153304716696617	0.168793642801882	0.159929984483705	0.347316839221873	0.155297530111892	0.154499354086745	0.289419114167323	0.138604849460864	0.254353063117971
GSM337806	5	H_cort+_cortex:v2_GSM337804,v2_GSM337805,v2_GSM337806	Neuron	NA	NA	Inter	Inter	Inter	Interneurons	Cortex	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.637120848574415	0.329392672469752	0.508693297839948	0.158289239842814	0.157096038759616	0.138380477887923	0.130237528013926	0.56166823887056	0.0671511635199911	0.173594357445767	0.149004563615111	0.158262522241575	0.351296039629986	0.156922834824104	0.155987139404069	0.268598446773333	0.0975316310280368	0.247013355337702
GSM337807	6	H_drd1+_msn_striatum:v2_GSM337807,v2_GSM337808,v2_GSM337809	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.672687190252174	0.179771986000142	0.362641995100381	0.211967047936859	0.259963848509327	0.103930865503214	0.153287732679758	0.0937973117798738	0.0588648442909284	0.136273238932285	0.142924983243552	0.0807237503093769	0.231648648731433	0.14580624899629	0.147360748562074	0.707326279550872	0.138959587099676	0.225172723969307
GSM337808	6	H_drd1+_msn_striatum:v2_GSM337807,v2_GSM337808,v2_GSM337809	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.659415864130243	0.162762199386234	0.397086164466489	0.246581337959784	0.224790184098794	0.103324888820131	0.148763332923899	0.071535602297577	0.0488014254275518	0.141315603243732	0.149935215597587	0.0583927676137435	0.275358285233774	0.0866345540821947	0.162081992064494	0.68517283015004	0.178074942190078	0.22353101115802
GSM337809	6	H_drd1+_msn_striatum:v2_GSM337807,v2_GSM337808,v2_GSM337809	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.658442972944656	0.187793303523989	0.347222605724302	0.174627308512574	0.279322812328906	0.100301167319282	0.12730746692919	0.0552715108761126	0.100132879401324	0.140930997282786	0.139508726769286	0.0841871954532135	0.193976429656283	0.125817266205426	0.142371975212172	0.679816755613224	0.148156539995123	0.216775759632226
GSM337812	7	H_drd2+_msn_striatum:v2_GSM337812,v2_GSM337813,v2_GSM337814	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.658678903451099	0.168056510898321	0.402738169467576	0.200488797889268	0.38895312253183	0.117861359704083	0.136497531494356	0.086340839040206	0.0713937759169852	0.146399965818413	0.145393886416546	0.0932992786484368	0.29753447091233	0.10117583911519	0.100810686963318	0.760822914652933	0.174604417635424	0.238297086503313
GSM337813	7	H_drd2+_msn_striatum:v2_GSM337812,v2_GSM337813,v2_GSM337814	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.666233309231388	0.203869946007361	0.381564907313669	0.181403508681248	0.395926100110703	0.0869510167488968	0.126237389041722	0.0613262321318773	0.0528423242707882	0.13861581523508	0.141942575047957	0.0850786148098335	0.201067350408062	0.122866501377836	0.116753966059381	0.739228666518333	0.126609168293799	0.225206905369879
GSM337814	7	H_drd2+_msn_striatum:v2_GSM337812,v2_GSM337813,v2_GSM337814	Neuron	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.650294048161596	0.196983104778141	0.410728973278004	0.19723851064336	0.441931326903531	0.0875155879441971	0.0922178786044336	0.114097679827558	0.0734739860683627	0.145089289535361	0.144249994001404	0.0870698866541293	0.21976830787936	0.117162478039343	0.117070271114704	0.718324646519814	0.152355742639708	0.233268924270177
GSM337825	8	H_golgi_cerebellum:v2_GSM337825,v2_GSM337826,v2_GSM337827	Neuron	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.683467893053526	0.14570466869073	0.28951035187913	0.396171563582424	0.102311945081261	0.0892501055904343	0.267171466646763	0.0892343651691505	0.989409612337419	0.140854188926182	0.15769815703935	0.112151950474808	0.086916221884566	0.174060345061552	0.113136611797766	0.0931970349920172	0.102721686241891	0.237233421673469
GSM337826	8	H_golgi_cerebellum:v2_GSM337825,v2_GSM337826,v2_GSM337827	Neuron	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.671478627155292	0.154714415382623	0.280032870135386	0.380308157769109	0.111474374007249	0.193504491941345	0.184778146384975	0.227132137391043	0.949424485043913	0.195919754201575	0.148037863951219	0.101581643310894	0.0615774381418048	0.210186347159665	0.179814960034221	0.0869462811247708	0.143751551862038	0.251803737941007
GSM337827	8	H_golgi_cerebellum:v2_GSM337825,v2_GSM337826,v2_GSM337827	Neuron	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.678364582396748	0.169573166135898	0.267771571909992	0.407909073868664	0.0953939294177412	0.18733810770328	0.216125796977107	0.170448133736563	1	0.130561002516641	0.15735649669429	0.0866185578521045	0.0473119795618694	0.196134580656641	0.133340026342919	0.0407943679221636	0.133966590124771	0.242294586106905
GSM337831	9	H_stell_basket_cerebellum:v2_GSM337831,v2_GSM337832,v2_GSM337833	Neuron	Basket	Basket	Basket	Basket	Basket	Stellate Basket Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.6847694588255	0.352580791360449	0.508977550076107	0.518304839686187	0.218132182022126	0.0557014087752257	0.139070116858677	0.0606625511866088	0.0670503230446921	0.213417788722503	0.140855925585569	0.127464825462662	0.47328758997634	0.409630192822168	0.155377319458211	0.0924824187087472	0.146816123698055	0.256740082721755
GSM337832	9	H_stell_basket_cerebellum:v2_GSM337831,v2_GSM337832,v2_GSM337833	Neuron	Basket	Basket	Basket	Basket	Basket	Stellate Basket Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.683250534124551	0.340380440889187	0.499210781142391	0.564891643035028	0.18628675438368	0.115123322022153	0.121526557768834	0.110710757997525	0.0839184867741425	0.18629487168328	0.132330669370149	0.103737046432849	0.472986914630769	0.419253007619011	0.129520816880152	0.097729134275432	0.139637350071299	0.258046417005908
GSM337833	9	H_stell_basket_cerebellum:v2_GSM337831,v2_GSM337832,v2_GSM337833	Neuron	Basket	Basket	Basket	Basket	Basket	Stellate Basket Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.68209287835877	0.355187682643379	0.463404604723825	0.630397988427117	0.204044619365059	0.0825743500741246	0.122967101783772	0.079485822427963	0.0586870203225713	0.189954690320442	0.139644504051342	0.112237916131785	0.441659704624452	0.42680193769735	0.115821421538114	0.0591116141340386	0.163020175112451	0.254534943043327
GSM337834	10	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	CerebGranule	CerebGranule	CerebGranule	CerebGranule	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.25238300205329	0.163064951807322	0.240401854377242	0.948306275930419	0.137002510009886	0.0710683734987676	0.135634643248922	0.332955278923089	0.212851690166839	0.137264337724885	0.138431293970596	0.0965533543741569	0.215701395833102	0.219598569014605	0.154988620836147	0.0583915763806258	0.118139767019748	0.213690440892332
GSM337835	10	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	CerebGranule	CerebGranule	CerebGranule	CerebGranule	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.345042590365288	0.177671701070596	0.254194079368719	1	0.108097206635104	0.0924463663549283	0.153255168468066	0.321000669525293	0.195142971820934	0.138843738613692	0.131491345260735	0.100803221144305	0.239116157638007	0.247157187095947	0.134335272270673	0.0937645459771703	0.127157824025586	0.227030590919708
GSM337836	10	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	CerebGranule	CerebGranule	CerebGranule	CerebGranule	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	0	male	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.249885157217933	0.148647756797955	0.249609069247986	0.983641954989364	0.101174587480987	0.0729567011081963	0.128320174267766	0.317932975064065	0.233504827771338	0.145759168478879	0.135245319800202	0.094193011075291	0.244866278775889	0.266381789907945	0.167780803595461	0.0953934542204047	0.129429242085534	0.221454251287365
GSM337796	11	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	Oligo	Oligo	Oligo	Oligo	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	1	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.537146719368602	0.328924091453959	0.827076609134984	0.670948948092022	0.132637354674342	0.132266096507726	0.0904211759669842	0.0963564357372374	0.203026530444763	0.136987592825309	0.134778601128563	0.138350029857786	1	0.41060458342116	0.0754412596358691	0.0909786667945477	0.160368790434773	0.303900793263449
GSM337797	11	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	Oligo	Oligo	Oligo	Oligo	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	1	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.532837019152449	0.361320356004283	0.786944784100768	0.783018091320871	0.193189816042949	0.0888644213407493	0.112442300538739	0.119697535597151	0.193252828967277	0.126939924356194	0.131091335330883	0.155676076369312	0.932338476493923	0.464995535512618	0.0975373687482056	0.0832855819671936	0.155711371565083	0.312890754318156
GSM337798	11	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	Oligo	Oligo	Oligo	Oligo	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	1	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.484559518180797	0.2822491294115	0.859373385571998	0.659415458728195	0.16893673632394	0.0823536991438574	0.114066504407585	0.0867757413103229	0.0701788210536706	0.128322277194918	0.129914206988585	0.13586244444731	0.979350023163508	0.378314977348106	0.0646666841433744	0.0654231164657713	0.179143678710548	0.286406258976117
GSM337800	12	H_molig_cortex:v2_GSM337800,v2_GSM337801,v2_GSM337802	Glia	Oligo	Oligo	Oligo	Oligo	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	0	0	1	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.516583803562485	0.303281623011129	0.845174224285847	0.225156738659759	0.161700041693336	0.18204123376522	0.0889024975533333	0.263232738903345	0.096965913806707	0.183864676686102	0.148672279199363	0.116276399024856	0.918683291511463	0.12195516596233	0.093261449502278	0.29342414506199	0.172216429501359	0.278317214805347
